C000   4C   F5   C5    JMP    A:00    X:00    Y:00    P:24    SP:FD       BaseAddr:C5F5    IndirAddr:0000    Absolute
F849   00   D0   03    BNE    A:6A    X:78    Y:5A    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F84B   00   70   01    BVS    A:6A    X:78    Y:5A    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F84D   74   E2   C8    RTS    A:6A    X:78    Y:5A    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E275   00   C8   A9    INY    A:6A    X:78    Y:5B    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E276   00   A9   7F    LDA    A:7F    X:78    Y:5B    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E278   8D   78   06    STA    A:7F    X:78    Y:5B    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E27B   51   E2   F8    JSR    A:7F    X:78    Y:5B    P:25    SP:F9       BaseAddr:F851    IndirAddr:0000    Absolute
F851   00   38   B8    SEC    A:7F    X:78    Y:5B    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F852   00   B8   A9    CLV    A:7F    X:78    Y:5B    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F853   00   A9   7F    LDA    A:7F    X:78    Y:5B    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F855   7D   E2   7D    RTS    A:7F    X:78    Y:5B    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E27E   7D   00   06    ADC    A:FF    X:78    Y:5B    P:E4    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E281   56   E2   F8    JSR    A:FF    X:78    Y:5B    P:E4    SP:F9       BaseAddr:F856    IndirAddr:0000    Absolute
F856   00   10   09    BPL    A:FF    X:78    Y:5B    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F858   00   B0   07    BCS    A:FF    X:78    Y:5B    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F85A   00   C9   FF    CMP    A:FF    X:78    Y:5B    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F85C   00   D0   03    BNE    A:FF    X:78    Y:5B    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F85E   00   50   01    BVC    A:FF    X:78    Y:5B    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F860   83   E2   C8    RTS    A:FF    X:78    Y:5B    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E284   00   C8   A9    INY    A:FF    X:78    Y:5C    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E285   00   A9   80    LDA    A:80    X:78    Y:5C    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E287   8D   78   06    STA    A:80    X:78    Y:5C    P:E5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E28A   64   E2   F8    JSR    A:80    X:78    Y:5C    P:E5    SP:F9       BaseAddr:F864    IndirAddr:0000    Absolute
F864   00   18   24    CLC    A:80    X:78    Y:5C    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F865   24   01   FF    BIT    A:80    X:78    Y:5C    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F867   00   A9   7F    LDA    A:7F    X:78    Y:5C    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F869   8C   E2   7D    RTS    A:7F    X:78    Y:5C    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E28D   7D   00   06    ADC    A:FF    X:78    Y:5C    P:A4    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E290   6A   E2   F8    JSR    A:FF    X:78    Y:5C    P:A4    SP:F9       BaseAddr:F86A    IndirAddr:0000    Absolute
F86A   00   10   09    BPL    A:FF    X:78    Y:5C    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F86C   00   B0   07    BCS    A:FF    X:78    Y:5C    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F86E   00   C9   FF    CMP    A:FF    X:78    Y:5C    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F870   00   D0   03    BNE    A:FF    X:78    Y:5C    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F872   00   70   01    BVS    A:FF    X:78    Y:5C    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F874   92   E2   C8    RTS    A:FF    X:78    Y:5C    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E293   00   C8   20    INY    A:FF    X:78    Y:5D    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E294   78   E2   F8    JSR    A:FF    X:78    Y:5D    P:25    SP:F9       BaseAddr:F878    IndirAddr:0000    Absolute
F878   00   38   B8    SEC    A:FF    X:78    Y:5D    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F879   00   B8   A9    CLV    A:FF    X:78    Y:5D    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F87A   00   A9   7F    LDA    A:7F    X:78    Y:5D    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F87C   96   E2   7D    RTS    A:7F    X:78    Y:5D    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E297   7D   00   06    ADC    A:00    X:78    Y:5D    P:27    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E29A   7D   E2   F8    JSR    A:00    X:78    Y:5D    P:27    SP:F9       BaseAddr:F87D    IndirAddr:0000    Absolute
F87D   00   D0   07    BNE    A:00    X:78    Y:5D    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F87F   00   30   05    BMI    A:00    X:78    Y:5D    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F881   00   70   03    BVS    A:00    X:78    Y:5D    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F883   00   90   01    BCC    A:00    X:78    Y:5D    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F885   9C   E2   C8    RTS    A:00    X:78    Y:5D    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E29D   00   C8   A9    INY    A:00    X:78    Y:5E    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E29E   00   A9   40    LDA    A:40    X:78    Y:5E    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E2A0   8D   78   06    STA    A:40    X:78    Y:5E    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E2A3   89   E2   F8    JSR    A:40    X:78    Y:5E    P:25    SP:F9       BaseAddr:F889    IndirAddr:0000    Absolute
F889   24   01   FF    BIT    A:40    X:78    Y:5E    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F88B   00   A9   40    LDA    A:40    X:78    Y:5E    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F88D   A5   E2   DD    RTS    A:40    X:78    Y:5E    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2A6   DD   00   06    CMP    A:40    X:78    Y:5E    P:67    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E2A9   8E   E2   F8    JSR    A:40    X:78    Y:5E    P:67    SP:F9       BaseAddr:F88E    IndirAddr:0000    Absolute
F88E   00   30   07    BMI    A:40    X:78    Y:5E    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F890   00   90   05    BCC    A:40    X:78    Y:5E    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F892   00   D0   03    BNE    A:40    X:78    Y:5E    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F894   00   50   01    BVC    A:40    X:78    Y:5E    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F896   AB   E2   C8    RTS    A:40    X:78    Y:5E    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2AC   00   C8   48    INY    A:40    X:78    Y:5F    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2AD   00   48   A9    PHA    A:40    X:78    Y:5F    P:65    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
E2AE   00   A9   3F    LDA    A:3F    X:78    Y:5F    P:65    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
E2B0   8D   78   06    STA    A:3F    X:78    Y:5F    P:65    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
E2B3   20   AB   40    PLA    A:40    X:78    Y:5F    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2B4   9A   40   F8    JSR    A:40    X:78    Y:5F    P:65    SP:F9       BaseAddr:F89A    IndirAddr:0000    Absolute
F89A   00   B8   60    CLV    A:40    X:78    Y:5F    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F89B   B6   E2   DD    RTS    A:40    X:78    Y:5F    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2B7   DD   00   06    CMP    A:40    X:78    Y:5F    P:25    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E2BA   9C   E2   F8    JSR    A:40    X:78    Y:5F    P:25    SP:F9       BaseAddr:F89C    IndirAddr:0000    Absolute
F89C   00   F0   07    BEQ    A:40    X:78    Y:5F    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F89E   00   30   05    BMI    A:40    X:78    Y:5F    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A0   00   90   03    BCC    A:40    X:78    Y:5F    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A2   00   70   01    BVS    A:40    X:78    Y:5F    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8A4   BC   E2   C8    RTS    A:40    X:78    Y:5F    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2BD   00   C8   48    INY    A:40    X:78    Y:60    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2BE   00   48   A9    PHA    A:40    X:78    Y:60    P:25    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
E2BF   00   A9   41    LDA    A:41    X:78    Y:60    P:25    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
E2C1   8D   78   06    STA    A:41    X:78    Y:60    P:25    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
E2C4   DD   BC   40    PLA    A:40    X:78    Y:60    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2C5   DD   00   06    CMP    A:40    X:78    Y:60    P:A4    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E2C8   A8   40   F8    JSR    A:40    X:78    Y:60    P:A4    SP:F9       BaseAddr:F8A8    IndirAddr:0000    Absolute
F8A8   00   F0   05    BEQ    A:40    X:78    Y:60    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AA   00   10   03    BPL    A:40    X:78    Y:60    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AC   00   10   01    BPL    A:40    X:78    Y:60    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8AE   CA   E2   C8    RTS    A:40    X:78    Y:60    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2CB   00   C8   48    INY    A:40    X:78    Y:61    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2CC   00   48   A9    PHA    A:40    X:78    Y:61    P:24    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
E2CD   00   A9   00    LDA    A:00    X:78    Y:61    P:26    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
E2CF   8D   78   06    STA    A:00    X:78    Y:61    P:26    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
E2D2   20   CA   40    PLA    A:40    X:78    Y:61    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2D3   B2   40   F8    JSR    A:40    X:78    Y:61    P:24    SP:F9       BaseAddr:F8B2    IndirAddr:0000    Absolute
F8B2   00   A9   80    LDA    A:80    X:78    Y:61    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F8B4   D5   E2   DD    RTS    A:80    X:78    Y:61    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2D6   DD   00   06    CMP    A:80    X:78    Y:61    P:A5    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E2D9   B5   E2   F8    JSR    A:80    X:78    Y:61    P:A5    SP:F9       BaseAddr:F8B5    IndirAddr:0000    Absolute
F8B5   00   F0   05    BEQ    A:80    X:78    Y:61    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8B7   00   10   03    BPL    A:80    X:78    Y:61    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8B9   00   90   01    BCC    A:80    X:78    Y:61    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8BB   DB   E2   C8    RTS    A:80    X:78    Y:61    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2DC   00   C8   48    INY    A:80    X:78    Y:62    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2DD   00   48   A9    PHA    A:80    X:78    Y:62    P:25    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
E2DE   00   A9   80    LDA    A:80    X:78    Y:62    P:A5    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
E2E0   8D   78   06    STA    A:80    X:78    Y:62    P:A5    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
E2E3   DD   DB   80    PLA    A:80    X:78    Y:62    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2E4   DD   00   06    CMP    A:80    X:78    Y:62    P:27    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E2E7   BF   80   F8    JSR    A:80    X:78    Y:62    P:27    SP:F9       BaseAddr:F8BF    IndirAddr:0000    Absolute
F8BF   00   D0   05    BNE    A:80    X:78    Y:62    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8C1   00   30   03    BMI    A:80    X:78    Y:62    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8C3   00   90   01    BCC    A:80    X:78    Y:62    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8C5   E9   E2   C8    RTS    A:80    X:78    Y:62    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2EA   00   C8   48    INY    A:80    X:78    Y:63    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2EB   00   48   A9    PHA    A:80    X:78    Y:63    P:25    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
E2EC   00   A9   81    LDA    A:81    X:78    Y:63    P:A5    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
E2EE   8D   78   06    STA    A:81    X:78    Y:63    P:A5    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
E2F1   DD   E9   80    PLA    A:80    X:78    Y:63    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2F2   DD   00   06    CMP    A:80    X:78    Y:63    P:A4    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E2F5   C9   80   F8    JSR    A:80    X:78    Y:63    P:A4    SP:F9       BaseAddr:F8C9    IndirAddr:0000    Absolute
F8C9   00   B0   05    BCS    A:80    X:78    Y:63    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8CB   00   F0   03    BEQ    A:80    X:78    Y:63    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8CD   00   10   01    BPL    A:80    X:78    Y:63    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8CF   F7   E2   C8    RTS    A:80    X:78    Y:63    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2F8   00   C8   48    INY    A:80    X:78    Y:64    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E2F9   00   48   A9    PHA    A:80    X:78    Y:64    P:24    SP:FA       BaseAddr:0000    IndirAddr:0000    Implied
E2FA   00   A9   7F    LDA    A:7F    X:78    Y:64    P:24    SP:FA       BaseAddr:0000    IndirAddr:0000    Immediate
E2FC   8D   78   06    STA    A:7F    X:78    Y:64    P:24    SP:FA       BaseAddr:0678    IndirAddr:0000    Absolute
E2FF   DD   F7   80    PLA    A:80    X:78    Y:64    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E300   DD   00   06    CMP    A:80    X:78    Y:64    P:25    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E303   D3   80   F8    JSR    A:80    X:78    Y:64    P:25    SP:F9       BaseAddr:F8D3    IndirAddr:0000    Absolute
F8D3   00   90   05    BCC    A:80    X:78    Y:64    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8D5   00   F0   03    BEQ    A:80    X:78    Y:64    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8D7   00   30   01    BMI    A:80    X:78    Y:64    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F8D9   05   E3   C8    RTS    A:80    X:78    Y:64    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E306   00   C8   A9    INY    A:80    X:78    Y:65    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E307   00   A9   40    LDA    A:40    X:78    Y:65    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E309   8D   78   06    STA    A:40    X:78    Y:65    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E30C   31   E3   F9    JSR    A:40    X:78    Y:65    P:25    SP:F9       BaseAddr:F931    IndirAddr:0000    Absolute
F931   24   01   FF    BIT    A:40    X:78    Y:65    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F933   00   A9   40    LDA    A:40    X:78    Y:65    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F935   00   38   60    SEC    A:40    X:78    Y:65    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F936   0E   E3   FD    RTS    A:40    X:78    Y:65    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E30F   FD   00   06    SBC    A:00    X:78    Y:65    P:27    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E312   37   E3   F9    JSR    A:00    X:78    Y:65    P:27    SP:F9       BaseAddr:F937    IndirAddr:0000    Absolute
F937   00   30   0B    BMI    A:00    X:78    Y:65    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F939   00   90   09    BCC    A:00    X:78    Y:65    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F93B   00   D0   07    BNE    A:00    X:78    Y:65    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F93D   00   70   05    BVS    A:00    X:78    Y:65    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F93F   00   C9   00    CMP    A:00    X:78    Y:65    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F941   00   D0   01    BNE    A:00    X:78    Y:65    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F943   14   E3   C8    RTS    A:00    X:78    Y:65    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E315   00   C8   A9    INY    A:00    X:78    Y:66    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E316   00   A9   3F    LDA    A:3F    X:78    Y:66    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E318   8D   78   06    STA    A:3F    X:78    Y:66    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E31B   47   E3   F9    JSR    A:3F    X:78    Y:66    P:25    SP:F9       BaseAddr:F947    IndirAddr:0000    Absolute
F947   00   B8   38    CLV    A:3F    X:78    Y:66    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F948   00   38   A9    SEC    A:3F    X:78    Y:66    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F949   00   A9   40    LDA    A:40    X:78    Y:66    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F94B   1D   E3   FD    RTS    A:40    X:78    Y:66    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E31E   FD   00   06    SBC    A:01    X:78    Y:66    P:25    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E321   4C   E3   F9    JSR    A:01    X:78    Y:66    P:25    SP:F9       BaseAddr:F94C    IndirAddr:0000    Absolute
F94C   00   F0   0B    BEQ    A:01    X:78    Y:66    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F94E   00   30   09    BMI    A:01    X:78    Y:66    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F950   00   90   07    BCC    A:01    X:78    Y:66    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
